case_id,split,target,rmse_ug_m3,normalized_rmse,r2,bias_ug_m3
context_prior__pilot_power_residual__prior_d_optimal__k32,validation,SO2,18.16343294159182,0.2710960140536093,-0.4639045840872642,11.13182940715392
context_prior__pilot_power_residual__prior_d_optimal__k32,validation,NO2,26.418903781008456,0.24690564281316316,0.4637796836159277,4.928049925955666
context_prior__pilot_power_residual__prior_d_optimal__k32,validation,PM2.5,71.69161920619544,0.3272842693731827,0.3997880358066297,3.6938333530051306
context_prior__pilot_power_residual__prior_d_optimal__k32,validation,PM10,82.12806584350882,0.31109115849813945,0.31794688451619646,14.454758500936862
context_prior__pilot_power_residual__prior_d_optimal__k32,validation,macro,,0.27743304837618754,0.2810937300940486,
context_prior__pilot_power_residual__prior_d_optimal__k32__nonnegative,validation,CO,989.7574967675597,0.32991916558918655,0.4516244864718103,47.55262626989106
context_prior__pilot_power_residual__prior_d_optimal__k32__nonnegative,validation,O3,30.89169600041231,0.16698214054276925,0.5743353639555773,-0.1727081086985743
context_prior__pilot_power_residual__prior_d_optimal__k32__nonnegative,validation,SO2,18.084563166465223,0.2699188532308242,-0.45121896968852493,11.33905811701823
context_prior__pilot_power_residual__prior_d_optimal__k32__nonnegative,validation,NO2,26.334267743888244,0.24611465181203968,0.46720986885084803,5.070720814041098
context_prior__pilot_power_residual__prior_d_optimal__k32__nonnegative,validation,PM2.5,71.17227292532893,0.3249133664703454,0.40845261295560964,4.704183895000869
context_prior__pilot_power_residual__prior_d_optimal__k32__nonnegative,validation,PM10,81.98343150971385,0.31054330117315854,0.320347073368626,14.690617764847783
context_prior__pilot_power_residual__prior_d_optimal__k32__nonnegative,validation,macro,,0.2747319131363873,0.2951250726523244,
context_prior__pilot_power_residual__bayesian_a_optimal__k32,validation,CO,993.4854662695923,0.3311618220898641,0.44748574091964644,39.10856928653922
context_prior__pilot_power_residual__bayesian_a_optimal__k32,validation,O3,32.75048967309087,0.17702967390859928,0.5215686149588175,-2.516363316315109
context_prior__pilot_power_residual__bayesian_a_optimal__k32,validation,SO2,18.165138928443533,0.2711214765439333,-0.4641795892874321,11.135761846800364
context_prior__pilot_power_residual__bayesian_a_optimal__k32,validation,NO2,26.41733464206548,0.24689097796322879,0.46384337885476246,4.9300486228804745
context_prior__pilot_power_residual__bayesian_a_optimal__k32,validation,PM2.5,71.68547905569727,0.3272562385560261,0.39989084375017847,3.698469816562141
context_prior__pilot_power_residual__bayesian_a_optimal__k32,validation,PM10,82.12131123760162,0.3110655728697031,0.3180590705394438,14.46016139385023
context_prior__pilot_power_residual__bayesian_a_optimal__k32,validation,macro,,0.27742096032189245,0.2811113432892361,
context_prior__pilot_power_residual__bayesian_a_optimal__k32__nonnegative,validation,CO,989.6666022019106,0.32988886740063683,0.4517252021835776,47.633377414049214
context_prior__pilot_power_residual__bayesian_a_optimal__k32__nonnegative,validation,O3,30.891273117205426,0.1669798546875969,0.5743470179090715,-0.17194515882331526
context_prior__pilot_power_residual__bayesian_a_optimal__k32__nonnegative,validation,SO2,18.086031815052685,0.2699407733589953,-0.4514546864391109,11.343595513327573
context_prior__pilot_power_residual__bayesian_a_optimal__k32__nonnegative,validation,NO2,26.33268848284314,0.24609989236302,0.46727376958108924,5.072788150165856
context_prior__pilot_power_residual__bayesian_a_optimal__k32__nonnegative,validation,PM2.5,71.16604828515658,0.3248849499436513,0.4085560804566146,4.709366515112788
context_prior__pilot_power_residual__bayesian_a_optimal__k32__nonnegative,validation,PM10,81.97684441811046,0.31051835006860024,0.3204562846116896,14.695997913351116
context_prior__pilot_power_residual__bayesian_a_optimal__k32__nonnegative,validation,macro,,0.2747187813037501,0.2951506113838219,
context_prior__pilot_power_residual__target_balanced__k32,validation,CO,993.4713267124961,0.3311571089041654,0.44750146787607303,39.055838343731935
context_prior__pilot_power_residual__target_balanced__k32,validation,O3,32.75078249807384,0.17703125674634507,0.5215600595271348,-2.5167336152896116
context_prior__pilot_power_residual__target_balanced__k32,validation,SO2,18.16404744448788,0.2711051857386251,-0.46400363902104225,11.133104047609864
context_prior__pilot_power_residual__target_balanced__k32,validation,NO2,26.41794418684725,0.24689667464343226,0.46381863637067544,4.928636513056758
context_prior__pilot_power_residual__target_balanced__k32,validation,PM2.5,71.68767797641316,0.3272662769980068,0.39985402701373984,3.6953509741860766
context_prior__pilot_power_residual__target_balanced__k32,validation,PM10,82.12398497581304,0.3110757006659585,0.3180146640102267,14.45649995719402
context_prior__pilot_power_residual__target_balanced__k32,validation,macro,,0.27742203394942216,0.28112420262946797,
context_prior__pilot_power_residual__target_balanced__k32__nonnegative,validation,CO,989.6576941735605,0.3298858980578535,0.4517350722255713,47.57486993580479
context_prior__pilot_power_residual__target_balanced__k32__nonnegative,validation,O3,30.89163854443265,0.1669818299699062,0.5743369473555905,-0.1723735179109022
context_prior__pilot_power_residual__target_balanced__k32__nonnegative,validation,SO2,18.08490002443964,0.26992388096178566,-0.45127303339257674,11.340725294021109
context_prior__pilot_power_residual__target_balanced__k32__nonnegative,validation,NO2,26.33323406742383,0.24610499128433486,0.4672516943396504,5.071315971720181
context_prior__pilot_power_residual__target_balanced__k32__nonnegative,validation,PM2.5,71.1684994410031,0.3248961398813209,0.4085153378209778,4.705767601200985
context_prior__pilot_power_residual__target_balanced__k32__nonnegative,validation,PM10,81.97953083522246,0.31052852589099417,0.3204117459912982,14.692377738765348
context_prior__pilot_power_residual__target_balanced__k32__nonnegative,validation,macro,,0.2747202110076992,0.2951629607234185,
context_prior__pilot_power_residual__uniform__k64,validation,CO,993.3171429163879,0.3311057143054626,0.44767294682751324,39.09845585124057
context_prior__pilot_power_residual__uniform__k64,validation,O3,32.74871247909852,0.1770200674545866,0.5216205373772029,-2.5152738399935624
context_prior__pilot_power_residual__uniform__k64,validation,SO2,18.16029210220116,0.2710491358537487,-0.4633983481063453,11.136237827377952
context_prior__pilot_power_residual__uniform__k64,validation,NO2,26.414797531334756,0.24686726664798836,0.46394635846375654,4.929809542442348
context_prior__pilot_power_residual__uniform__k64,validation,PM2.5,71.67556447645197,0.3272109768384031,0.40005683045803886,3.6983001064357466
context_prior__pilot_power_residual__uniform__k64,validation,PM10,82.1195008132396,0.3110587152016651,0.31808913798100535,14.459974401597917
context_prior__pilot_power_residual__uniform__k64,validation,macro,,0.2773853127169757,0.28133124383352864,
context_prior__pilot_power_residual__uniform__k64__nonnegative,validation,CO,989.5166174148897,0.3298388724716299,0.45189137258352086,47.593008476432075
context_prior__pilot_power_residual__uniform__k64__nonnegative,validation,O3,30.889668290348574,0.16697117994783012,0.5743912428000939,-0.17100096343285087
context_prior__pilot_power_residual__uniform__k64__nonnegative,validation,SO2,18.08177741465647,0.26987727484561896,-0.4507719116688933,11.342779220387946
context_prior__pilot_power_residual__uniform__k64__nonnegative,validation,NO2,26.330810849009232,0.24608234438326385,0.46734973821099235,5.072010336949963
context_prior__pilot_power_residual__uniform__k64__nonnegative,validation,PM2.5,71.15596528955514,0.3248389193771074,0.4087236632891246,4.7084055431418586
context_prior__pilot_power_residual__uniform__k64__nonnegative,validation,PM10,81.97328957167306,0.31050488474118587,0.3205152188435736,14.697472768568922
context_prior__pilot_power_residual__uniform__k64__nonnegative,validation,macro,,0.2746855792944394,0.2953498873430687,
context_prior__pilot_power_residual__physics_d_optimal__k64,validation,CO,993.5601969235644,0.3311867323078548,0.44740261679506976,39.07255936518835
context_prior__pilot_power_residual__physics_d_optimal__k64,validation,O3,32.74993464580467,0.17702667376110634,0.5215848309131943,-2.515603638429374
context_prior__pilot_power_residual__physics_d_optimal__k64,validation,SO2,18.165229835334987,0.27112283336320875,-0.4641942442095415,11.13441421678421
context_prior__pilot_power_residual__physics_d_optimal__k64,validation,NO2,26.418505666854337,0.24690192212013398,0.46379584441434507,4.929095599669515
context_prior__pilot_power_residual__physics_d_optimal__k64,validation,PM2.5,71.69070048400101,0.32728007525223124,0.3998034190418174,3.6966057498698013
context_prior__pilot_power_residual__physics_d_optimal__k64,validation,PM10,82.1254525732454,0.3110812597471417,0.31799028894193426,14.457943710609069
context_prior__pilot_power_residual__physics_d_optimal__k64,validation,macro,,0.2774332494252795,0.2810637926494699,
context_prior__pilot_power_residual__physics_d_optimal__k64__nonnegative,validation,CO,989.7454346386933,0.3299151448795644,0.4516378524444393,47.59479014213784
context_prior__pilot_power_residual__physics_d_optimal__k64__nonnegative,validation,O3,30.891066500455224,0.1669787378402985,0.5743527118629219,-0.17174679324598704
context_prior__pilot_power_residual__physics_d_optimal__k64__nonnegative,validation,SO2,18.08598966611368,0.2699401442703534,-0.45144792130628497,11.342273491999952
context_prior__pilot_power_residual__physics_d_optimal__k64__nonnegative,validation,NO2,26.33390571321612,0.2461112683478142,0.46722451782801366,5.071621985431976
context_prior__pilot_power_residual__physics_d_optimal__k64__nonnegative,validation,PM2.5,71.17232321312206,0.3249135960425578,0.40845177702268476,4.706384590838696
context_prior__pilot_power_residual__physics_d_optimal__k64__nonnegative,validation,PM10,81.98149976658976,0.31053598396435517,0.32037910177670204,14.693104270142685
context_prior__pilot_power_residual__physics_d_optimal__k64__nonnegative,validation,macro,,0.2747324792241572,0.2950996732714128,
context_prior__pilot_power_residual__prior_d_optimal__k64,validation,CO,993.5348994502316,0.33117829981674385,0.4474307562870541,39.11069967702219
context_prior__pilot_power_residual__prior_d_optimal__k64,validation,O3,32.75011989029876,0.177027675082696,0.5215794187480974,-2.515514864115619
context_prior__pilot_power_residual__prior_d_optimal__k64,validation,SO2,18.167140595959303,0.27115135217849706,-0.4645022911626271,11.135864872827714
context_prior__pilot_power_residual__prior_d_optimal__k64,validation,NO2,26.419003573934372,0.24690657545733058,0.4637756326457727,4.929969632061363
context_prior__pilot_power_residual__prior_d_optimal__k64,validation,PM2.5,71.68951992987819,0.32727468582459907,0.3998231861443645,3.698676010844386
context_prior__pilot_power_residual__prior_d_optimal__k64,validation,PM10,82.12448223263713,0.3110775842145346,0.31800640520766044,14.460339134729313
context_prior__pilot_power_residual__prior_d_optimal__k64,validation,macro,,0.2774360287624002,0.2810188513117204,
context_prior__pilot_power_residual__prior_d_optimal__k64__nonnegative,validation,CO,989.715349580262,0.329905116526754,0.45167118880738255,47.63938934628562
context_prior__pilot_power_residual__prior_d_optimal__k64__nonnegative,validation,O3,30.891520867456727,0.16698119387814447,0.5743401903461052,-0.17185364399246295
context_prior__pilot_power_residual__prior_d_optimal__k64__nonnegative,validation,SO2,18.087619659210908,0.26996447252553596,-0.4517095555045867,11.344624793164625
context_prior__pilot_power_residual__prior_d_optimal__k64__nonnegative,validation,NO2,26.334298816476867,0.24611494221006416,0.4672086115401458,5.072788285655632
context_prior__pilot_power_residual__prior_d_optimal__k64__nonnegative,validation,PM2.5,71.17043960114749,0.3249049970378805,0.4084830878615465,4.70963935977207
context_prior__pilot_power_residual__prior_d_optimal__k64__nonnegative,validation,PM10,81.98006436066188,0.310530546820689,0.32040290039781916,14.69604211339583
context_prior__pilot_power_residual__prior_d_optimal__k64__nonnegative,validation,macro,,0.274733544833178,0.2950660705747354,
context_prior__pilot_power_residual__bayesian_a_optimal__k64,validation,CO,993.449725507707,0.331149908502569,0.44752549374147843,39.09597519424197
context_prior__pilot_power_residual__bayesian_a_optimal__k64,validation,O3,32.75123014931091,0.1770336764827617,0.5215469804078838,-2.5168261417065687
context_prior__pilot_power_residual__bayesian_a_optimal__k64,validation,SO2,18.164934865528895,0.2711184308287895,-0.46414669297130917,11.134338592657146
context_prior__pilot_power_residual__bayesian_a_optimal__k64,validation,NO2,26.416868046690404,0.24688661725878883,0.46386231838775005,4.929605448325661
context_prior__pilot_power_residual__bayesian_a_optimal__k64,validation,PM2.5,71.68883262489594,0.327271548162046,0.3998346941733597,3.6974822328474795
context_prior__pilot_power_residual__bayesian_a_optimal__k64,validation,PM10,82.12397465985127,0.3110756615903457,0.31801483534468444,14.458982020573943
context_prior__pilot_power_residual__bayesian_a_optimal__k64,validation,macro,,0.2774226404708835,0.28110627151397455,
context_prior__pilot_power_residual__bayesian_a_optimal__k64__nonnegative,validation,CO,989.6255076913292,0.3298751692304431,0.4517707339144542,47.62694314327429
context_prior__pilot_power_residual__bayesian_a_optimal__k64__nonnegative,validation,O3,30.892416911046528,0.16698603735700826,0.574315496497128,-0.17290083141544157
context_prior__pilot_power_residual__bayesian_a_optimal__k64__nonnegative,validation,SO2,18.085523782580797,0.269933190784788,-0.45137314552806695,11.342858681812402
context_prior__pilot_power_residual__bayesian_a_optimal__k64__nonnegative,validation,NO2,26.332301728089394,0.24609627783261115,0.4672894180318088,5.072058466511441
