frequency_ghz,itu_refracted_db,hitran_refracted_db
348.0,20.513169284168765,40.21004364863506
349.3333333333333,20.998715817256613,40.781159724451754
350.66666666666663,21.569134964055706,41.44328335041456
352.0,22.232975431856108,42.20598986454655
353.3333333333333,23.002729686978814,43.08301535994076
354.66666666666663,23.895622420294472,44.09310633249006
356.0,24.93486938350793,45.26136506181008
357.3333333333333,26.151595065311902,46.621325475687684
358.66666666666663,27.587744828198076,48.218002584067314
360.0,29.30060521350159,50.11269279381833
361.3333333333333,31.370151098598875,52.39071773834045
362.66666666666663,33.912011132712394,55.17506094020429
364.0,37.10401335703178,58.65338123894027
365.3333333333333,41.25721961176053,63.149420958813224
366.66666666666663,47.111230406060585,69.42521144070277
368.0,58.286260406441855,81.1640352005138
369.3333333333333,65.14263635581142,88.64367321331986
370.66666666666663,75.00382448505023,99.416687862869
372.0,92.92602315915235,118.6173844089732
373.3333333333333,121.37667793828957,148.91919246109367
374.66666666666663,168.426978900674,198.7625844525092
376.0,251.70710515328878,286.2922594870681
377.3333333333333,409.4146255291879,449.51661126703186
378.66666666666663,706.3811871700846,746.1990603681948
380.0,1067.4588000089234,1073.6652895703198
381.3333333333333,833.8889149324827,820.6984354959667
382.66666666666663,492.9572489435471,494.0196815921705
384.0,300.5941289834505,310.49976698518753
385.3333333333333,199.51860276554984,213.35978156937165
386.66666666666663,143.35867428427738,159.05379289738278
388.0,109.90199432337349,126.59120708891544
389.3333333333333,88.75002199892998,106.05169043670415
390.66666666666663,74.57671587454527,92.29198324515079
392.0,64.58293161848763,82.60535572325162
393.3333333333333,57.43462363323116,75.71148762925797
394.66666666666663,52.20073446356493,70.69360086944273
396.0,48.28929082362352,66.97195433192388
397.3333333333333,45.32362669175179,64.17810548383291
398.66666666666663,43.05496066900238,62.06862519651763
400.0,41.31362586795183,60.47747399864651
